dataset_id,column_name,physical_ingest_type,inferred_semantic_type,row_count,blank_count,blank_rate,suppressed_token_count,distinct_nonblank_count,numeric_parse_success_count,numeric_parse_eligible_count,numeric_parse_success_rate,date_parse_success_count,date_parse_eligible_count,date_parse_success_rate,top_values_json
xubh-q36u,Count of Facility TE Measures,string,string,5432,0,0.0,921,11,4511,4511,1.0,0,4511,,"[{""value"": ""8"", ""count"": 922}, {""value"": ""Not Available"", ""count"": 921}, {""value"": ""9"", ""count"": 827}, {""value"": ""7"", ""count"": 682}, {""value"": ""5"", ""count"": 437}]"
xubh-q36u,Count of MORT Measures Better,string,string,5432,0,0.0,1327,10,4105,4105,1.0,0,4105,,"[{""value"": ""0"", ""count"": 3514}, {""value"": ""Not Available"", ""count"": 1327}, {""value"": ""1"", ""count"": 289}, {""value"": ""2"", ""count"": 157}, {""value"": ""3"", ""count"": 88}]"
xubh-q36u,Count of MORT Measures No Different,string,string,5432,0,0.0,1327,10,4105,4105,1.0,0,4105,,"[{""value"": ""Not Available"", ""count"": 1327}, {""value"": ""7"", ""count"": 581}, {""value"": ""2"", ""count"": 556}, {""value"": ""6"", ""count"": 542}, {""value"": ""5"", ""count"": 522}]"
xubh-q36u,Count of MORT Measures Worse,string,string,5432,0,0.0,1327,7,4105,4105,1.0,0,4105,,"[{""value"": ""0"", ""count"": 3627}, {""value"": ""Not Available"", ""count"": 1327}, {""value"": ""1"", ""count"": 372}, {""value"": ""2"", ""count"": 81}, {""value"": ""3"", ""count"": 18}]"
xubh-q36u,Count of READM Measures Better,string,string,5432,0,0.0,1156,8,4276,4276,1.0,0,4276,,"[{""value"": ""0"", ""count"": 2590}, {""value"": ""1"", ""count"": 1218}, {""value"": ""Not Available"", ""count"": 1156}, {""value"": ""2"", ""count"": 336}, {""value"": ""3"", ""count"": 89}]"
xubh-q36u,Count of READM Measures No Different,string,string,5432,0,0.0,1156,13,4276,4276,1.0,0,4276,,"[{""value"": ""Not Available"", ""count"": 1156}, {""value"": ""6"", ""count"": 525}, {""value"": ""7"", ""count"": 525}, {""value"": ""5"", ""count"": 518}, {""value"": ""4"", ""count"": 492}]"
xubh-q36u,Count of READM Measures Worse,string,string,5432,0,0.0,1156,9,4276,4276,1.0,0,4276,,"[{""value"": ""0"", ""count"": 2204}, {""value"": ""1"", ""count"": 1164}, {""value"": ""Not Available"", ""count"": 1156}, {""value"": ""2"", ""count"": 586}, {""value"": ""3"", ""count"": 225}]"
xubh-q36u,Count of Safety Measures Better,string,string,5432,0,0.0,2078,8,3354,3354,1.0,0,3354,,"[{""value"": ""Not Available"", ""count"": 2078}, {""value"": ""0"", ""count"": 1500}, {""value"": ""1"", ""count"": 1013}, {""value"": ""2"", ""count"": 441}, {""value"": ""3"", ""count"": 259}]"
xubh-q36u,Count of Safety Measures No Different,string,string,5432,0,0.0,2078,10,3354,3354,1.0,0,3354,,"[{""value"": ""Not Available"", ""count"": 2078}, {""value"": ""5"", ""count"": 640}, {""value"": ""2"", ""count"": 590}, {""value"": ""4"", ""count"": 558}, {""value"": ""1"", ""count"": 516}]"
xubh-q36u,Count of Safety Measures Worse,string,string,5432,0,0.0,2078,5,3354,3354,1.0,0,3354,,"[{""value"": ""0"", ""count"": 3003}, {""value"": ""Not Available"", ""count"": 2078}, {""value"": ""1"", ""count"": 311}, {""value"": ""2"", ""count"": 38}, {""value"": ""3"", ""count"": 2}]"
xubh-q36u,County/Parish,string,string,5432,0,0.0,0,1555,0,5432,0.0,0,5432,,"[{""value"": ""LOS ANGELES"", ""count"": 88}, {""value"": ""JEFFERSON"", ""count"": 59}, {""value"": ""COOK"", ""count"": 59}, {""value"": ""MONTGOMERY"", ""count"": 55}, {""value"": ""WASHINGTON"", ""count"": 53}]"
xubh-q36u,Emergency Services,string,string,5432,0,0.0,0,2,0,5432,0.0,0,5432,,"[{""value"": ""Yes"", ""count"": 4498}, {""value"": ""No"", ""count"": 934}]"
xubh-q36u,Facility ID,string,string,5432,0,0.0,0,5432,5268,5432,0.9698085419734904,0,5432,,"[{""value"": ""010001"", ""count"": 1}, {""value"": ""010005"", ""count"": 1}, {""value"": ""010006"", ""count"": 1}, {""value"": ""010007"", ""count"": 1}, {""value"": ""010011"", ""count"": 1}]"
xubh-q36u,Facility Name,string,string,5432,0,0.0,0,5301,0,5432,0.0,0,5432,,"[{""value"": ""MEMORIAL HOSPITAL"", ""count"": 12}, {""value"": ""COMMUNITY MEMORIAL HOSPITAL"", ""count"": 5}, {""value"": ""HOLY CROSS HOSPITAL"", ""count"": 4}, {""value"": ""MERCY MEDICAL CENTER"", ""count"": 4}, {""value"": ""MEMORIAL MEDICAL CENTER"", ""count"": 4}]"
xubh-q36u,Hospital Ownership,string,string,5432,0,0.0,0,12,0,5432,0.0,0,5432,,"[{""value"": ""Voluntary non-profit - Private"", ""count"": 2316}, {""value"": ""Proprietary"", ""count"": 1067}, {""value"": ""Government - Hospital District or Authority"", ""count"": 516}, {""value"": ""Government - Local"", ""count"": 397}, {""value"": ""Voluntary non-profit - Other"", ""count"": 355}]"
xubh-q36u,Hospital Type,string,string,5432,0,0.0,0,8,0,5432,0.0,0,5432,,"[{""value"": ""Acute Care Hospitals"", ""count"": 3115}, {""value"": ""Critical Access Hospitals"", ""count"": 1378}, {""value"": ""Psychiatric"", ""count"": 635}, {""value"": ""Acute Care - Veterans Administration"", ""count"": 132}, {""value"": ""Childrens"", ""count"": 94}]"
xubh-q36u,Hospital overall rating,string,numeric-like,5432,0,0.0,2250,6,3182,3182,1.0,0,3182,,"[{""value"": ""Not Available"", ""count"": 2250}, {""value"": ""3"", ""count"": 987}, {""value"": ""4"", ""count"": 950}, {""value"": ""2"", ""count"": 662}, {""value"": ""5"", ""count"": 384}]"
xubh-q36u,Hospital overall rating footnote,string,numeric-like,5432,3111,0.5727172312223858,0,8,2318,2321,0.998707453683757,0,2321,,"[{""value"": ""16"", ""count"": 1341}, {""value"": ""19"", ""count"": 810}, {""value"": ""5"", ""count"": 63}, {""value"": ""29"", ""count"": 60}, {""value"": ""22"", ""count"": 32}]"
xubh-q36u,MORT Group Footnote,string,string,5432,4032,0.7422680412371134,0,5,1400,1400,1.0,0,1400,,"[{""value"": ""19"", ""count"": 810}, {""value"": ""5"", ""count"": 485}, {""value"": ""29"", ""count"": 66}, {""value"": ""22"", ""count"": 32}, {""value"": ""23"", ""count"": 7}]"
xubh-q36u,MORT Group Measure Count,string,string,5432,0,0.0,854,2,4578,4578,1.0,0,4578,,"[{""value"": ""8"", ""count"": 4578}, {""value"": ""Not Available"", ""count"": 854}]"
xubh-q36u,Meets criteria for birthing friendly designation,string,string,5432,3169,0.5833946980854198,0,1,0,2263,0.0,0,2263,,"[{""value"": ""Y"", ""count"": 2263}]"
xubh-q36u,Pt Exp Group Footnote,string,string,5432,3414,0.6284977908689249,0,4,2018,2018,1.0,0,2018,,"[{""value"": ""5"", ""count"": 1118}, {""value"": ""19"", ""count"": 810}, {""value"": ""29"", ""count"": 58}, {""value"": ""22"", ""count"": 32}]"
xubh-q36u,Pt Exp Group Measure Count,string,string,5432,0,0.0,854,2,4578,4578,1.0,0,4578,,"[{""value"": ""15"", ""count"": 4578}, {""value"": ""Not Available"", ""count"": 854}]"
xubh-q36u,READM Group Footnote,string,string,5432,4208,0.7746686303387335,0,5,1224,1224,1.0,0,1224,,"[{""value"": ""19"", ""count"": 810}, {""value"": ""5"", ""count"": 314}, {""value"": ""29"", ""count"": 67}, {""value"": ""22"", ""count"": 32}, {""value"": ""23"", ""count"": 1}]"
xubh-q36u,READM Group Measure Count,string,string,5432,0,0.0,854,2,4578,4578,1.0,0,4578,,"[{""value"": ""11"", ""count"": 4578}, {""value"": ""Not Available"", ""count"": 854}]"
xubh-q36u,Safety Group Footnote,string,string,5432,3280,0.6038291605301914,0,6,2152,2152,1.0,0,2152,,"[{""value"": ""5"", ""count"": 1236}, {""value"": ""19"", ""count"": 810}, {""value"": ""29"", ""count"": 60}, {""value"": ""22"", ""count"": 32}, {""value"": ""23"", ""count"": 13}]"
xubh-q36u,Safety Group Measure Count,string,string,5432,0,0.0,854,2,4578,4578,1.0,0,4578,,"[{""value"": ""8"", ""count"": 4578}, {""value"": ""Not Available"", ""count"": 854}]"
xubh-q36u,State,string,string,5432,0,0.0,0,56,0,5432,0.0,0,5432,,"[{""value"": ""TX"", ""count"": 468}, {""value"": ""CA"", ""count"": 378}, {""value"": ""FL"", ""count"": 221}, {""value"": ""OH"", ""count"": 196}, {""value"": ""IL"", ""count"": 194}]"
xubh-q36u,TE Group Footnote,string,string,5432,4422,0.8140648011782032,0,5,1010,1010,1.0,0,1010,,"[{""value"": ""19"", ""count"": 810}, {""value"": ""29"", ""count"": 68}, {""value"": ""5"", ""count"": 64}, {""value"": ""16"", ""count"": 36}, {""value"": ""22"", ""count"": 32}]"
xubh-q36u,TE Group Measure Count,string,string,5432,0,0.0,854,2,4578,4578,1.0,0,4578,,"[{""value"": ""10"", ""count"": 4578}, {""value"": ""Not Available"", ""count"": 854}]"
xubh-q36u,Telephone Number,string,string,5432,0,0.0,0,5393,0,5432,0.0,0,5432,,"[{""value"": ""(469) 341-7800"", ""count"": 4}, {""value"": ""(615) 861-6000"", ""count"": 3}, {""value"": ""(248) 905-5091"", ""count"": 3}, {""value"": ""(813) 615-7219"", ""count"": 3}, {""value"": ""(334) 684-3655"", ""count"": 2}]"
xubh-q36u,ZIP Code,string,string,5432,0,0.0,0,4724,5432,5432,1.0,0,5432,,"[{""value"": ""77030"", ""count"": 7}, {""value"": ""99508"", ""count"": 5}, {""value"": ""72205"", ""count"": 5}, {""value"": ""48201"", ""count"": 5}, {""value"": ""39216"", ""count"": 5}]"
ypbt-wvdk,Address,string,string,2455,0,0.0,0,2450,0,2455,0.0,0,2455,,"[{""value"": ""100 HOSPITAL DRIVE"", ""count"": 3}, {""value"": ""ONE HOSPITAL DRIVE"", ""count"": 3}, {""value"": ""100 MEDICAL CENTER DRIVE"", ""count"": 2}, {""value"": ""1108 ROSS CLARK CIRCLE"", ""count"": 1}, {""value"": ""2505 U S HIGHWAY 431 NORTH"", ""count"": 1}]"
ypbt-wvdk,City/Town,string,string,2455,0,0.0,0,1577,0,2455,0.0,0,2455,,"[{""value"": ""CHICAGO"", ""count"": 15}, {""value"": ""HOUSTON"", ""count"": 15}, {""value"": ""LOS ANGELES"", ""count"": 13}, {""value"": ""COLUMBUS"", ""count"": 12}, {""value"": ""PHOENIX"", ""count"": 11}]"
ypbt-wvdk,County/Parish,string,string,2455,0,0.0,0,879,0,2455,0.0,0,2455,,"[{""value"": ""LOS ANGELES"", ""count"": 64}, {""value"": ""MARICOPA"", ""count"": 29}, {""value"": ""JEFFERSON"", ""count"": 28}, {""value"": ""ORANGE"", ""count"": 28}, {""value"": ""COOK"", ""count"": 28}]"
ypbt-wvdk,Facility ID,string,string,2455,0,0.0,0,2455,2455,2455,1.0,0,2455,,"[{""value"": ""010001"", ""count"": 1}, {""value"": ""010005"", ""count"": 1}, {""value"": ""010006"", ""count"": 1}, {""value"": ""010012"", ""count"": 1}, {""value"": ""010016"", ""count"": 1}]"
ypbt-wvdk,Facility Name,string,string,2455,0,0.0,0,2406,0,2455,0.0,0,2455,,"[{""value"": ""MERCY MEDICAL CENTER"", ""count"": 4}, {""value"": ""MEMORIAL HOSPITAL"", ""count"": 4}, {""value"": ""SAINT FRANCIS MEDICAL CENTER"", ""count"": 3}, {""value"": ""ST MARY MEDICAL CENTER"", ""count"": 3}, {""value"": ""GOOD SAMARITAN HOSPITAL"", ""count"": 3}]"
ypbt-wvdk,Fiscal Year,string,string,2455,0,0.0,0,1,2455,2455,1.0,0,2455,,"[{""value"": ""2026"", ""count"": 2455}]"
ypbt-wvdk,State,string,string,2455,0,0.0,0,50,0,2455,0.0,0,2455,,"[{""value"": ""CA"", ""count"": 250}, {""value"": ""TX"", ""count"": 179}, {""value"": ""FL"", ""count"": 154}, {""value"": ""PA"", ""count"": 118}, {""value"": ""NY"", ""count"": 113}]"
ypbt-wvdk,Total Performance Score,string,numeric-like,2455,0,0.0,0,795,2455,2455,1.0,0,2455,,"[{""value"": ""27.500000000000"", ""count"": 16}, {""value"": ""31.250000000000"", ""count"": 16}, {""value"": ""30.250000000000"", ""count"": 16}, {""value"": ""31.000000000000"", ""count"": 12}, {""value"": ""23.500000000000"", ""count"": 12}]"
ypbt-wvdk,Unweighted Normalized Clinical Outcomes Domain Score,string,numeric-like,2455,0,0.0,68,108,2387,2387,1.0,0,2387,,"[{""value"": ""0.000000000000"", ""count"": 265}, {""value"": ""10.000000000000"", ""count"": 143}, {""value"": ""20.000000000000"", ""count"": 116}, {""value"": ""30.000000000000"", ""count"": 85}, {""value"": ""Not Available"", ""count"": 68}]"
ypbt-wvdk,Unweighted Normalized Efficiency And Cost Reduction Domain Score,string,numeric-like,2455,0,0.0,1,12,2454,2454,1.0,0,2454,,"[{""value"": ""0.000000000000"", ""count"": 1064}, {""value"": ""10.000000000000"", ""count"": 334}, {""value"": ""20.000000000000"", ""count"": 265}, {""value"": ""30.000000000000"", ""count"": 230}, {""value"": ""40.000000000000"", ""count"": 161}]"
ypbt-wvdk,Unweighted Normalized Safety Domain Score,string,numeric-like,2455,0,0.0,55,114,2400,2400,1.0,0,2400,,"[{""value"": ""50.000000000000"", ""count"": 126}, {""value"": ""30.000000000000"", ""count"": 107}, {""value"": ""33.333333333333"", ""count"": 85}, {""value"": ""40.000000000000"", ""count"": 81}, {""value"": ""36.666666666667"", ""count"": 76}]"
ypbt-wvdk,Unweighted Person And Community Engagement Domain Score,string,numeric-like,2455,0,0.0,32,102,2423,2423,1.0,0,2423,,"[{""value"": ""36.000000000000"", ""count"": 61}, {""value"": ""19.000000000000"", ""count"": 59}, {""value"": ""24.000000000000"", ""count"": 59}, {""value"": ""25.000000000000"", ""count"": 59}, {""value"": ""27.000000000000"", ""count"": 57}]"
ypbt-wvdk,Weighted Efficiency And Cost Reduction Domain Score,string,numeric-like,2455,0,0.0,1,20,2454,2454,1.0,0,2454,,"[{""value"": ""0.000000000000"", ""count"": 1064}, {""value"": ""2.500000000000"", ""count"": 320}, {""value"": ""5.000000000000"", ""count"": 255}, {""value"": ""7.500000000000"", ""count"": 213}, {""value"": ""10.000000000000"", ""count"": 166}]"
ypbt-wvdk,Weighted Normalized Clinical Outcomes Domain Score,string,numeric-like,2455,0,0.0,68,117,2387,2387,1.0,0,2387,,"[{""value"": ""0.000000000000"", ""count"": 265}, {""value"": ""2.500000000000"", ""count"": 139}, {""value"": ""5.000000000000"", ""count"": 116}, {""value"": ""7.500000000000"", ""count"": 83}, {""value"": ""Not Available"", ""count"": 68}]"
ypbt-wvdk,Weighted Person And Community Engagement Domain Score,string,numeric-like,2455,0,0.0,32,154,2423,2423,1.0,0,2423,,"[{""value"": ""9.000000000000"", ""count"": 61}, {""value"": ""6.000000000000"", ""count"": 58}, {""value"": ""4.750000000000"", ""count"": 57}, {""value"": ""6.250000000000"", ""count"": 57}, {""value"": ""6.750000000000"", ""count"": 55}]"
ypbt-wvdk,Weighted Safety Domain Score,string,numeric-like,2455,0,0.0,55,142,2400,2400,1.0,0,2400,,"[{""value"": ""12.500000000000"", ""count"": 115}, {""value"": ""7.500000000000"", ""count"": 106}, {""value"": ""8.333333333333"", ""count"": 85}, {""value"": ""10.000000000000"", ""count"": 81}, {""value"": ""9.166666666667"", ""count"": 73}]"
ypbt-wvdk,ZIP Code,string,string,2455,0,0.0,0,2324,2455,2455,1.0,0,2455,,"[{""value"": ""76104"", ""count"": 4}, {""value"": ""77030"", ""count"": 4}, {""value"": ""99508"", ""count"": 3}, {""value"": ""72205"", ""count"": 3}, {""value"": ""93301"", ""count"": 3}]"
